RowNumber,CreditScore,Geography,Age,Balance,IsActiveMember,EstimatedSalary,Exited,Complain
2362,686,3,43,154846.24,1,151903.6,0,0
2363,709,3,45,122917.71,1,11.58,1,1
2364,571,1,33,0,1,77519.62,0,0
2365,707,1,31,82787.93,0,91423.69,0,0
2366,701,3,32,102500.34,0,106287.77,0,0
2367,672,1,34,0,0,161800.77,0,0
2368,620,3,39,159492.79,0,80582.34,1,1
2369,557,2,48,0,1,185094.48,0,0
2370,648,2,54,118241.02,0,172586.89,1,1
2371,479,1,35,113090.4,0,195649.79,0,0
2372,730,1,22,65763.57,1,145792.01,0,0
2373,737,3,43,125537.38,0,138510.01,1,1
2374,616,1,31,94263.91,0,168895.06,0,0
2375,639,2,29,133434.57,0,97983.44,0,0
2376,815,2,39,0,1,85167.88,0,0
2377,786,2,31,0,1,18210.36,0,0
2378,549,1,50,94748.76,1,13608.18,0,0
2379,622,1,38,98640.74,1,110457.99,0,0
2380,624,1,26,74681.9,0,31231.35,0,0
2381,841,1,34,0,0,141582.66,0,0
2382,614,2,41,179915.85,0,14666.35,1,1
2383,676,1,30,128207.23,1,55400.17,0,0
2384,697,1,42,132739.26,0,174667.65,0,0
2385,732,1,40,0,0,154189.08,0,0
2386,623,1,27,120509.81,0,142170.44,0,0
2387,541,1,46,124547.13,0,94499.06,0,0
2388,773,2,39,0,1,182081.45,0,0
2389,762,3,34,88815.56,0,68562.26,1,1
2390,655,2,35,82231.51,0,88798.02,0,0
2391,602,3,32,184715.86,0,113781.99,0,0
2392,850,1,31,0,0,121866.87,0,0
2393,649,2,51,0,1,150390.57,0,0
2394,850,3,28,147972.19,0,60708.72,1,1
2395,543,1,43,0,1,78858.07,0,0
2396,672,1,52,170008.84,0,56407.42,1,1
2397,600,1,27,0,1,125698.97,0,0
2398,671,2,34,0,0,23235.38,0,0
2399,706,2,42,95386.82,1,75732.25,0,0
2400,541,3,51,90373.28,0,179861.79,0,0
2401,711,3,34,133467.77,1,42976.64,0,0
2402,630,2,30,0,1,10486.69,0,0
2403,531,1,31,96288.26,0,56794.73,0,0
2404,641,1,26,91547.84,1,28157.34,0,0
2405,631,3,37,138292.64,0,152422.91,1,1
2406,685,1,35,0,0,167033.83,0,0
2407,702,2,32,71667.74,1,126082.18,0,0
2408,708,3,43,118994.84,0,181499.77,1,1
2409,653,2,55,0,1,41967.03,0,0
2410,654,3,37,145610.07,0,186300.59,0,0
2411,596,1,33,138162.81,0,85412.54,0,0
2412,549,3,31,135020.21,1,23343.18,0,0
2413,754,1,38,0,0,180698.32,0,0
2414,815,3,25,135161.67,1,136071.05,0,0
2415,556,1,52,0,0,175149.2,1,1
2416,706,1,32,94486.47,1,146949.74,0,0
2417,850,1,46,117640.39,0,88920.68,0,0
2418,732,2,33,111379.55,1,45098.62,0,0
2419,614,1,40,0,1,20339.79,1,1
2420,580,2,57,136820.99,1,108528.74,0,0
2421,593,1,46,98752.51,0,145560.38,0,0
2422,653,3,25,158266.42,1,199357.24,0,0
2423,746,1,29,105599.67,1,43106.17,0,0
2424,662,1,29,0,0,137508.31,0,0
2425,573,1,31,0,1,91957.39,0,0
2426,684,2,39,139723.9,1,120612.11,0,0
2427,793,1,41,141806.46,0,102921.17,0,0
2428,798,3,49,132571.67,1,31686.33,1,1
2429,524,1,40,180516.9,0,180002.42,0,0
2430,816,1,31,0,1,28407.4,0,0
2431,742,3,41,92805.72,1,73743.95,1,1
2432,540,1,22,0,1,186233.26,1,1
2433,537,3,39,135309.36,0,31728.86,1,1
2434,759,2,74,128917.84,1,48244.64,0,0
2435,774,1,52,56580.93,0,113266.28,1,1
2436,608,3,42,131390.75,0,71178.09,0,0
2437,704,2,37,0,0,25684.93,0,0
2438,581,1,41,0,0,29737.14,0,0
2439,628,3,61,97361.66,1,149922.38,1,1
2440,566,1,42,0,0,180702.12,1,1
2441,701,2,59,0,1,27597.59,0,0
2442,735,2,29,0,1,95025.27,0,0
2443,680,1,34,0,0,167035.07,0,0
2444,560,1,57,0,1,116781.71,0,0
2445,663,3,29,102714.65,0,21170.81,0,0
2446,665,1,34,67816.72,1,29641.58,0,0
2447,758,1,51,81710.46,1,116520.07,0,0
2448,621,1,26,75237.54,1,44220.4,0,0
2449,764,3,28,124023.18,0,166188.28,0,0
2450,537,3,46,100727.5,1,140857.76,1,1
2451,589,1,46,107238.85,0,37024.28,0,0
2452,555,1,24,0,0,27513.47,0,0
2453,734,1,29,139994.66,0,17744.72,0,0
2454,783,2,59,126224.87,1,4423.63,0,0
2455,678,3,51,145751.03,0,109718.44,1,1
2456,661,1,47,0,1,107243.31,1,1
2457,607,2,25,121166.89,1,115288.24,0,0
2458,537,2,38,0,1,41233.97,0,0
2459,513,2,88,0,1,52952.24,0,0
2460,576,1,63,70655.48,0,78955.8,1,1
2461,660,3,41,129901.21,0,26025.6,1,1
2462,637,1,40,125470.81,1,174536.17,0,0
2463,672,1,53,169406.33,1,147311.47,1,1
2464,629,1,32,0,1,77965.44,0,0
2465,583,3,40,107041.3,1,5635.63,0,0
2466,763,2,32,95153.77,1,81310.1,0,0
2467,516,3,32,145166.09,0,111421.45,0,0
2468,617,1,27,0,0,190269.21,0,0
2469,700,1,38,65962.63,1,100950.48,0,0
2470,727,3,36,140418.81,1,113033.73,1,1
2471,689,2,31,139799.63,1,120663.57,0,0
2472,626,3,49,171787.84,0,187192.23,0,0
2473,686,1,38,149238.97,1,97825.23,0,0
2474,351,3,57,163146.46,0,169621.69,1,1
2475,739,1,37,0,0,191557.1,1,1
2476,627,1,32,0,0,103287.62,0,0
2477,451,3,38,61482.47,1,167538.66,0,0
2478,512,1,41,145150.28,0,64869.32,1,1
2479,774,1,41,126670.37,0,102426.06,0,0
2480,652,1,40,84390.8,1,107876.2,0,0
2481,638,3,37,89728.86,1,37294.88,0,0
2482,475,1,57,0,0,89248.99,0,0
2483,567,2,40,118628.8,0,91973.63,0,0
2484,750,1,37,0,0,16870.2,0,0
2485,850,1,39,96863.13,1,121681.19,0,0
2486,753,1,38,142263.45,1,33730.43,0,0
2487,683,2,36,0,0,104786.59,0,0
2488,710,1,32,0,0,94790.34,0,0
2489,645,2,21,0,0,28726.07,0,0
2490,714,1,28,122724.37,1,67057.27,0,0
2491,696,3,35,174902.26,0,69079.85,0,0
2492,612,2,26,0,1,179780.74,0,0
2493,520,3,31,108914.17,1,183572.39,1,1
2494,782,2,23,98052.66,1,142587.32,0,0
2495,666,1,46,123873.19,1,177844.06,0,0
2496,466,3,56,111920.13,0,197634.11,1,1
2497,567,1,45,0,1,121053.19,0,0
2498,613,1,20,0,1,149613.77,0,0
2499,718,1,37,0,1,142.81,0,0
2500,614,1,37,75150.34,1,131766.67,1,1
2501,711,1,38,0,0,53311.78,0,0
2502,691,3,38,114753.76,0,107665.02,0,0
2503,527,1,32,0,0,109523.88,0,0
2504,476,1,32,111871.93,0,112132.86,0,0
2505,619,2,45,0,0,113645.4,0,0
2506,607,3,37,135927.06,0,180890.4,0,0
2507,695,2,44,0,1,70974.13,0,0
2508,653,1,33,0,0,53379.52,0,0
2509,677,1,46,57037.74,1,158531.01,0,0
2510,655,1,50,0,0,179267.94,1,1
2511,625,1,52,79468.96,1,84606.03,0,0
2512,679,3,34,121063.85,0,56984.58,0,0
2513,734,1,51,118537.47,1,116912.45,0,0
2514,666,1,39,0,0,102999.33,0,0
2515,592,3,26,105082.07,0,132801.57,0,0
2516,564,1,40,0,0,85455.62,1,1
2517,814,1,36,0,1,98657.01,0,0
2518,592,3,36,104702.65,0,107948.72,0,0
2519,758,1,50,95813.76,1,67944.09,1,1
2520,612,2,62,167026.61,1,192892.05,0,0
2521,498,3,61,102453.26,0,187247.56,1,1
2522,638,3,25,148045.45,1,114722.42,0,0
2523,558,1,35,0,0,111687.57,0,0
2524,756,1,24,0,0,184182.25,0,0
2525,782,2,52,0,1,52759.82,1,1
2526,505,1,34,104498.79,1,126451.14,0,0
2527,671,2,29,0,0,12048.67,0,0
2528,801,1,42,0,1,95804.33,0,0
2529,604,1,26,149542.52,1,197911.52,0,0
2530,716,1,29,87946.39,1,182531.74,0,0
2531,624,1,45,68639.57,0,168002.31,1,1
2532,607,3,47,148826.32,1,79450.61,0,0
2533,827,1,60,0,1,60615.83,0,0
2534,606,1,61,108166.09,1,8643.21,0,0
2535,717,3,35,103214.71,0,172172.7,0,0
2536,651,3,40,134760.21,0,174434.06,1,1
2537,691,1,58,0,1,194930.3,1,1
2538,573,1,33,90124.64,0,137476.71,0,0
2539,723,2,38,0,1,94415.6,0,0
2540,584,3,46,87361.02,0,120376.87,1,1
2541,550,3,45,111257.59,0,97623.42,1,1
2542,611,1,61,131583.59,1,66238.23,1,1
2543,549,3,41,95020.8,1,131710.59,1,1
2544,850,2,24,0,1,69052.87,0,0
2545,668,3,34,80242.37,0,56780.97,0,0
2546,686,1,43,0,1,170072.9,0,0
2547,660,1,50,0,1,191849.15,1,1
2548,682,2,59,122661.39,1,84803.76,0,0
2549,524,1,50,0,1,31840.59,1,1
2550,645,1,36,0,1,12096.61,1,1
2551,850,1,42,0,0,44165.84,0,0
2552,537,1,53,0,1,91406.62,0,0
2553,599,2,46,81742.84,0,83282.21,0,0
2554,727,2,71,0,1,198446.91,1,1
2555,756,2,30,145127.85,0,7554.68,0,0
2556,755,1,38,148912.44,0,80416.16,0,0
2557,634,2,41,0,1,164549.74,0,0
2558,837,1,26,89900.24,0,175477.03,0,0
2559,727,3,30,119027.28,1,137903.54,0,0
2560,567,3,40,105222.86,0,93795.86,0,0
2561,650,2,30,0,0,67997.13,1,1
2562,655,2,34,116114.93,1,49492.15,0,0
2563,763,1,58,187911.55,1,35825.18,0,0
2564,843,1,27,0,1,67494.23,0,0
2565,667,1,38,144432.04,1,73963.17,1,1
2566,705,1,50,77065.9,1,145159.26,0,0
2567,660,3,29,180520.29,1,123850.58,0,0
2568,553,1,42,0,0,23822.04,0,0
2569,612,3,47,130024.87,1,45750.21,1,1
2570,641,3,40,110086.69,0,159773.14,0,0
2571,513,2,31,174853.46,0,84238.63,0,0
2572,680,1,44,108724.98,1,72330.46,0,0
2573,711,1,58,91285.13,1,26767.85,0,0
2574,689,2,40,0,1,164768.82,0,0
2575,665,3,51,110610.41,1,1112.76,1,1
2576,551,3,54,102994.04,0,176680.16,1,1
2577,645,2,36,59893.85,0,43999.64,0,0
2578,616,3,29,149318.55,0,140746.13,0,0
2579,582,1,32,116409.55,1,152790.92,0,0
2580,365,3,30,127760.07,0,81537.85,1,1
2581,697,3,38,132591.36,1,7387.8,1,1
2582,704,1,31,0,0,183038.33,0,0
2583,656,1,46,113402.14,1,138849.06,0,0
2584,712,1,31,0,0,170333.38,0,0
2585,748,1,40,0,0,60416.76,0,0
2586,724,1,28,0,1,100240.2,0,0
2587,691,1,50,136953.47,1,2704.98,0,0
2588,563,1,33,0,1,68815.05,0,0
2589,741,1,32,0,1,64839.23,0,0
2590,778,1,44,123863.64,0,144494.94,0,0
2591,848,2,22,120811.89,1,185510.34,0,0
2592,634,3,38,148430.55,1,56055.72,0,0
2593,505,3,40,47869.69,1,155061.97,0,0
2594,692,3,53,150926.99,0,119817.19,0,0
2595,537,3,47,103163.35,0,16259.64,1,1
2596,633,1,29,130206.28,0,184654.87,0,0
2597,833,1,28,136674.51,0,5278.78,0,0
2598,592,2,40,200322.45,1,113244.73,0,0
2599,587,2,48,0,1,8908,0,0
2600,550,2,62,80927.56,1,64490.67,0,0
2601,680,1,24,0,0,154971.63,1,1
2602,622,2,41,0,1,155786.39,0,0
2603,594,3,28,142574.71,0,129084.82,0,0
2604,643,3,34,160426.07,1,188533.11,0,0
2605,540,1,25,116160.23,0,13411.67,0,0
2606,635,2,34,98683.47,0,15733.19,0,0
2607,657,1,32,118829.03,1,73127.61,0,0
2608,814,1,31,118870.92,0,101704.19,0,0
2609,600,1,32,0,1,101986.16,0,0
2610,682,1,46,0,1,114442.66,0,0
2611,682,1,38,107192.38,1,15669.17,0,0
2612,566,1,42,108010.78,1,157486.1,0,0
2613,550,2,34,0,0,131281.28,0,0
2614,630,1,26,129837.72,1,197001.15,0,0
2615,546,3,58,106458.31,0,128881.87,1,1
2616,486,1,63,97009.15,1,85101,0,0
2617,762,2,35,122929.42,0,149822.04,0,0
2618,692,3,45,152296.83,1,108040.86,1,1
2619,498,1,30,0,0,135795.53,0,0
2620,850,2,49,0,0,25867.67,1,1
2621,603,1,35,128993.76,0,130483.56,0,0
2622,551,1,36,0,0,183479.12,0,0
2623,627,3,27,185267.45,1,77027.34,0,0
2624,515,1,28,0,0,94141.75,0,0
2625,605,2,29,116805.82,0,4092.75,0,0
2626,567,3,29,129750.68,0,109257.59,0,0
2627,568,3,29,129177.01,1,104617.99,0,0
2628,571,3,25,82506.72,0,167705.07,0,0
2629,634,3,48,107247.69,1,103712.05,1,1
2630,768,2,42,0,0,161242.99,1,1
2631,554,3,36,157780.93,0,6089.13,0,0
2632,629,1,35,172170.36,1,159777.37,0,0
2633,638,2,48,0,1,7919.08,0,0
2634,576,1,41,0,1,188274.6,0,0
2635,661,2,42,75361.44,0,27608.12,1,1
2636,592,1,27,0,1,183569.25,0,0
2637,702,2,30,0,1,145537.32,0,0
2638,647,1,29,98263.46,0,164717.95,0,0
2639,593,1,43,0,1,76357.43,0,0
2640,712,3,40,109308.79,0,120158.72,1,1
2641,625,2,31,0,0,151843.54,0,0
2642,538,3,28,164365.44,1,5698.97,0,0
2643,637,2,22,98800,0,122865.55,0,0
2644,632,1,27,193125.85,1,152665.85,0,0
2645,736,1,27,51522.75,1,192131.77,0,0
2646,755,1,23,84284.48,1,62851.6,0,0
2647,425,2,39,0,0,140941.47,0,0
2648,461,1,51,119889.84,0,56767.67,1,1
2649,745,1,21,137910.45,1,177235.23,0,0
2650,616,1,37,0,0,86242.18,0,0
2651,587,1,33,100116.82,0,34215.58,0,0
2652,850,3,40,166082.15,1,44406.17,0,0
2653,601,1,38,0,0,165196.65,0,0
2654,730,2,26,0,0,34542.41,0,0
2655,532,1,44,148595.55,0,74838.64,1,1
2656,850,3,53,94078.97,0,36980.54,0,0
2657,779,2,34,0,1,111676.63,0,0
2658,562,1,29,0,1,25858.68,0,0
2659,670,3,40,164948.98,0,177028,1,1
2660,729,1,62,140549.4,0,30990.16,1,1
2661,767,1,44,152509.25,1,136915.15,0,0
2662,742,1,28,191864.51,0,108457.99,1,1
2663,669,1,44,96418.09,0,131609.48,1,1
2664,542,2,32,131945.94,1,159737.56,0,0
2665,586,1,29,0,1,142238.54,0,0
2666,612,3,30,142910.15,0,105890.55,1,1
2667,740,1,37,0,1,194270.91,0,0
2668,584,1,35,146311.58,1,105443.47,0,0
2669,524,1,52,87894.26,0,173899.42,1,1
2670,614,1,19,97445.49,0,122823.34,0,0
2671,598,1,64,0,1,13181.37,1,1
2672,799,2,35,0,1,140780.8,0,0
2673,724,1,34,154485.74,0,78560.64,0,0
2674,601,1,50,115625.07,0,185855.21,0,0
2675,804,1,25,108396.67,0,128276.95,0,0
2676,745,3,38,65095.41,1,140197.42,0,0
2677,667,3,43,103018.45,0,32462.39,1,1
2678,518,1,38,84764.79,1,162253.9,0,0
2679,819,1,38,0,0,30498.7,0,0
2680,520,2,35,115680.81,1,90280.7,0,0
2681,625,1,39,0,0,32615.21,0,0
2682,673,3,36,73088.06,0,196142.26,0,0
2683,656,3,27,150905.03,0,16998.72,0,0
2684,850,2,23,143054.85,1,62980.96,0,0
2685,574,2,28,0,0,185660.3,0,0
2686,679,1,60,0,1,77331.77,0,0
2687,530,3,42,99948.45,1,97338.62,0,0
2688,508,1,44,115451.05,0,67234.33,0,0
2689,558,3,32,108235.91,1,143783.28,0,0
2690,414,1,38,0,1,77661.12,1,1
2691,648,2,42,98795.61,0,89123.99,0,0
2692,721,1,37,0,0,70810.8,0,0
2693,751,1,31,0,0,17550.49,0,0
2694,662,1,34,0,1,21497.27,0,0
2695,628,3,29,113146.98,1,124749.08,0,0
2696,597,3,39,162532.14,0,36051.46,1,1
2697,698,2,40,92053.44,1,143681.83,0,0
2698,723,1,48,0,1,150694.58,0,0
2699,586,1,28,0,0,170487.4,1,1
2700,633,3,29,104944.1,1,97684.46,0,0
2701,564,1,31,0,0,53520.03,0,0
2702,649,1,31,0,0,15200.61,0,0
2703,622,1,30,107879.04,1,196894.62,0,0
2704,459,3,46,110356.42,0,4969.13,1,1
2705,718,1,27,0,0,26229.24,0,0
2706,655,2,34,109783.69,0,134034.32,0,0
2707,696,1,22,149777,1,198032.93,0,0
2708,637,1,38,104339.56,0,119882.86,0,0
2709,630,2,21,85818.18,1,133102.3,0,0
2710,592,1,37,212692.97,0,176395.02,0,0
2711,634,3,37,89696.84,1,193179.88,0,0
2712,608,1,28,0,1,125062.02,0,0
2713,565,3,32,68067.24,0,143287.58,0,0
2714,763,2,67,148564.66,1,87236.4,0,0
2715,665,1,55,136354.16,1,93769.89,0,0
2716,649,1,38,122214,1,88965.46,0,0
2717,695,1,45,0,1,30793.61,0,0
2718,775,3,70,119684.88,1,74532.02,0,0
2719,788,1,39,135139.33,1,113086.08,0,0
2720,569,3,42,146100.75,0,32574.01,1,1
2721,726,2,56,123110.9,1,130113.78,1,1
2722,564,3,44,111760.4,1,104722.47,1,1
2723,544,1,32,110728.39,1,14559.62,0,0
2724,614,1,41,121558.46,1,598.8,0,0
2725,453,3,38,120623.21,0,129697.99,0,0
2726,471,1,58,114713.57,1,36315.03,0,0
2727,829,3,37,103457.76,0,1114.12,0,0
2728,754,3,57,101134.87,1,70954.41,0,0
2729,749,3,46,78136.36,1,73470.98,0,0
2730,667,1,23,0,0,91573.19,0,0
2731,670,2,30,133446.34,0,3154.95,0,0
2732,670,1,33,0,1,88187.81,0,0
2733,623,3,48,108076.33,0,118855.26,1,1
2734,571,1,32,131354.25,0,125256.53,0,0
2735,641,3,37,62974.64,1,39016.43,0,0
2736,551,3,30,143340.44,0,145796.49,0,0
2737,741,3,36,116993.43,0,168816.22,0,0
2738,472,1,31,58662.92,1,73322,0,0
2739,650,2,41,128808.65,0,113677.53,1,1
2740,625,1,45,137555.44,0,124607.7,0,0
2741,650,3,34,142393.11,1,11276.48,0,0
2742,535,1,38,0,0,136620.64,0,0
2743,649,1,41,125785.23,1,70523.92,0,0
2744,689,1,22,136444.25,0,51980.25,1,1
2745,694,2,38,121527.4,0,113481.02,0,0
2746,655,3,52,144696.75,1,49025.79,0,0
2747,620,1,36,0,1,145937.99,0,0
2748,577,1,35,0,1,25161.61,0,0
2749,401,3,48,128140.17,0,175753.55,1,1
2750,599,1,25,120383.41,1,24903.09,0,0
2751,481,1,57,0,1,169719.35,1,1
2752,704,1,42,129735.3,1,179565.57,0,0
2753,698,2,31,185078.26,0,115337.74,1,1
2754,480,1,28,0,0,48131.92,0,0
2755,682,1,42,0,1,160828.98,0,0
2756,700,2,31,0,1,145151.96,0,0
2757,492,1,29,144591.96,1,196293.76,0,0
2758,444,1,45,0,0,161653.5,1,1
2759,624,1,36,0,0,84635.64,0,0
2760,709,1,37,0,0,159486.76,0,0
2761,557,3,68,100194.44,1,38596.34,0,0
2762,646,3,50,145295.31,1,27814.74,0,0
2763,719,3,28,106070.29,1,183893.31,0,0
2764,706,3,47,120621.89,1,140803.7,0,0
2765,660,1,38,0,1,146585.53,0,0
2766,667,1,36,0,1,40062.29,0,0
2767,705,1,30,0,1,181300.32,0,0
2768,598,3,27,171283.91,1,84136.12,0,0
2769,669,1,26,0,1,197594.34,0,0
2770,580,3,38,128218.47,0,125953.83,1,1
2771,676,1,32,0,1,75465.41,0,0
2772,714,3,28,77776.39,0,177737.07,0,0
2773,597,3,72,124978.19,1,7144.46,0,0
2774,559,1,29,0,0,155639.76,0,0
2775,564,1,28,0,1,162428.05,0,0
2776,850,2,51,109799.55,1,12457.76,1,1
2777,689,1,39,0,0,14917.09,0,0
2778,758,3,61,125397.21,0,182184.09,1,1
2779,604,2,71,0,1,129984.2,0,0
2780,733,3,38,111347.37,1,194872.97,0,0
2781,778,2,40,104291.41,1,117507.11,0,0
2782,732,3,61,94867.18,1,157527.6,1,1
2783,646,1,24,0,0,92612.88,0,0
2784,597,1,33,135703.59,0,74850.84,0,0
2785,821,3,37,106453.53,1,127413,0,0
2786,640,1,43,132412.38,0,69584.3,1,1
2787,511,3,40,124401.6,0,198814.24,1,1
2788,805,1,46,118022.06,0,162643.15,1,1
2789,540,3,39,82531.11,0,114092.52,0,0
2790,705,2,44,184552.12,0,68860.3,1,1
2791,540,3,39,127278.31,1,16150.34,0,0
2792,532,2,66,0,1,115227.02,0,0
2793,535,1,45,0,1,170621.55,0,0
2794,627,3,23,184244.86,0,103099.22,0,0
2795,646,1,52,59669.43,0,172495.81,1,1
2796,515,1,25,79543.59,1,38772.82,0,0
2797,697,1,39,151553.19,1,44946.29,0,0
2798,652,3,27,166527.88,1,146007.7,0,0
2799,579,3,28,150329.15,0,145558.42,0,0
2800,760,1,43,121911.59,0,193312.33,0,0
2801,769,1,51,156773.78,0,40257.79,0,0
2802,498,2,29,127864.26,1,46677.9,0,0
2803,774,1,53,113709.28,1,153887.93,1,1
2804,705,3,43,79974.55,1,103108.33,0,0
2805,648,1,44,0,1,58652.23,0,0
2806,688,1,51,0,0,91624.11,1,1
2807,592,2,38,0,0,65986.48,1,1
2808,705,1,33,144427.96,0,113845.19,0,0
2809,654,1,42,99263.09,1,67607.9,0,0
2810,624,1,32,79368.87,1,145471.94,0,0
2811,594,1,30,0,1,124071.71,0,0
2812,695,2,34,0,1,67502.12,0,0
2813,597,1,28,0,1,78707.97,0,0
2814,758,1,52,125095.94,0,171189.83,1,1
2815,737,3,40,162485.8,0,149381.32,0,0
2816,694,3,37,95668.82,0,100335.55,0,0
2817,683,1,25,0,0,152698.24,0,0
2818,538,2,30,0,1,41192.95,0,0
2819,669,1,37,0,0,132540.33,0,0
2820,730,1,34,74197.38,0,96875.52,0,0
2821,622,1,31,89688.94,1,152305.47,0,0
2822,714,2,33,103121.33,1,49672.01,0,0
2823,569,2,34,0,0,133997.53,0,0
2824,668,3,59,120170.07,1,50454.8,0,0
2825,628,1,32,149136.31,1,16402.11,0,0
2826,600,1,40,141136.79,1,67803.83,0,0
2827,693,1,43,152341.55,0,9241.78,0,0
2828,704,1,36,120026.98,1,100601.73,0,0
2829,527,2,33,132168.28,0,98734.15,0,0
2830,553,3,43,85200.82,1,160574.09,0,0
2831,575,2,53,84903.33,1,26015.8,0,0
2832,626,1,32,0,0,187172.54,0,0
2833,582,1,20,0,1,55763.66,0,0
2834,683,2,40,0,0,75848.22,0,0
2835,850,1,30,121535.18,0,40313.47,0,0
2836,653,2,35,116662.96,1,23864.21,0,0
2837,679,1,60,0,1,51380.9,0,0
2838,549,3,49,124829.16,1,93551.36,0,0
2839,850,2,36,155180.56,0,169415.54,0,0
2840,558,3,32,108262.87,1,6935.31,0,0
2841,528,2,40,0,0,25399.7,0,0
2842,801,1,38,0,0,66256.27,0,0
2843,513,2,48,0,1,114709.13,1,1
2844,666,3,38,99812.88,1,158357.97,0,0
2845,606,1,35,132164.26,1,164815.59,0,0
2846,599,3,45,103583.05,0,132127.69,1,1
2847,544,3,39,142406.43,0,146637.45,0,0
2848,529,2,38,99842.5,0,90256.06,1,1
2849,850,1,41,0,1,34827.43,0,0
2850,497,1,41,0,0,22074.48,0,0
2851,764,1,39,81042.42,1,109805.17,0,0
2852,603,1,48,0,0,100478.6,1,1
2853,609,1,40,0,1,97416.34,0,0
2854,487,1,53,199689.49,1,24207.86,1,1
2855,748,1,33,142645.43,0,69132.66,0,0
2856,710,2,75,0,1,9376.89,0,0
2857,432,3,45,110219.14,0,43046.7,1,1
2858,534,2,51,0,1,20856.31,0,0
2859,607,1,25,0,0,187048.72,0,0
2860,551,2,32,0,0,53420.53,0,0
2861,674,1,45,142072.02,0,37013.29,0,0
2862,525,1,25,0,0,89566.64,0,0
2863,645,3,33,149564.61,0,149913.84,0,0
2864,755,1,43,0,0,18066.69,0,0
2865,708,3,37,153366.13,1,26912.34,0,0
2866,715,1,21,76467.16,1,173511.72,0,0
2867,727,1,26,121508.28,1,146785.44,0,0
2868,559,2,27,0,1,1050.33,0,0
2869,545,2,36,73211.12,0,89587.34,1,1
2870,524,1,22,0,0,74405.34,0,0
2871,707,1,55,0,1,54409.48,0,0
2872,671,2,38,92674.94,0,3647.57,0,0
2873,439,2,52,96196.24,0,198874.52,1,1
2874,667,3,36,114391.62,1,53412.54,0,0
2875,831,3,32,80262.66,0,194867.78,0,0
2876,545,2,33,173331.52,0,150452.88,0,0
2877,604,2,35,147285.52,1,57807.05,0,0
2878,657,2,67,119785.47,1,107534.32,0,0
2879,487,2,36,140137.15,0,194073.33,0,0
2880,750,3,52,107467.56,0,126233.18,1,1
2881,694,3,37,98218.04,0,182354.46,1,1
2882,711,3,35,133607.75,1,120586.32,0,0
2883,551,1,37,0,1,50578.4,0,0
2884,559,1,38,95139.41,1,86575.46,0,0
2885,620,1,29,0,1,153392.28,0,0
2886,660,2,42,0,0,115509.59,0,0
2887,449,1,37,0,0,82176.48,0,0
2888,703,3,26,97331.19,0,63717.49,0,0
2889,795,3,37,139265.63,1,198745.94,0,0
2890,594,1,31,0,1,5719.11,0,0
2891,586,2,34,168094.01,0,20058.61,0,0
2892,613,3,30,131563.88,0,170638.98,0,0
2893,601,1,44,0,0,30607.11,0,0
2894,657,1,50,0,0,37171.46,0,0
2895,531,1,31,0,1,42589.33,0,0
2896,621,3,47,107363.29,1,66799.28,0,0
2897,782,1,33,94493.03,1,101866.39,0,0
2898,528,3,29,170214.23,0,49284,0,0
2899,696,1,52,139781.06,0,27445.4,1,1
2900,586,1,35,0,0,70760.69,0,0
2901,626,2,26,148610.41,1,104502.02,1,1
2902,498,1,73,170241.7,1,165407.96,0,0
2903,691,1,33,128306.83,1,113580.79,0,0
2904,568,1,47,0,1,45978.39,0,0
2905,715,1,35,0,1,152012.36,0,0
2906,680,3,32,175454,1,77349.92,0,0
2907,802,2,41,0,0,47322.05,0,0
2908,539,1,22,100885.93,1,38772.65,0,0
2909,494,1,69,93320.8,1,24489.44,0,0
2910,594,3,38,63176.44,1,14466.08,0,0
2911,596,1,33,139451.67,0,63142.12,0,0
2912,649,1,52,49113.75,0,41858.43,0,0
2913,699,3,32,123906.22,1,127443.82,1,1
2914,787,1,40,0,1,84151.98,0,0
2915,604,1,28,0,0,58595.64,0,0
2916,489,3,52,131441.51,0,37240.11,1,1
2917,651,1,56,0,0,114522.68,1,1
2918,698,1,57,136325.48,1,72549.27,1,1
2919,578,3,38,113150.44,0,176712.59,1,1
2920,538,2,42,0,0,152855.96,0,0
2921,696,1,33,0,1,73371.65,0,0
2922,507,3,46,102785.16,1,70323.68,0,0
2923,685,2,34,83264.28,0,9663.28,0,0
2924,705,3,41,72252.64,1,142514.66,0,0
2925,499,3,29,148051.52,0,118623.94,0,0
2926,717,1,76,138489.66,1,68400.14,0,0
2927,510,1,63,0,1,115291.86,0,0
2928,632,1,32,111589.33,1,170382.99,0,0
2929,668,3,39,122104.79,0,112946.67,1,1
2930,744,3,32,96106.83,1,79812.77,0,0
2931,663,3,42,115930.87,0,19862.78,0,0
2932,638,3,37,124513.66,0,158610.89,0,0
2933,688,1,54,0,0,191212.63,1,1
2934,588,2,46,0,0,61931.21,0,0
2935,631,1,33,0,1,58043.02,1,1
2936,687,2,35,100988.39,0,22247.27,0,0
2937,599,1,44,118577.24,1,31448.52,0,0
2938,718,2,28,0,0,146875.86,0,0
2939,730,1,27,0,1,116081.93,0,0
2940,533,1,39,0,1,73669.94,1,1
2941,711,2,28,0,1,93959.96,0,0
2942,555,2,26,0,1,158918.03,0,0
2943,850,1,42,113311.11,1,198193.75,0,0
2944,678,1,41,0,0,13160.03,0,0
